0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,

0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.000000,

0.004039,0.004039,0.004039,0.004039,0.004039,0.004039,0.004039,0.004039,0.004039,0.004039,0.000000,

0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.000000,

0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.000000,

0.010098,0.010098,0.010098,0.010098,0.010098,0.010098,0.010098,0.010098,0.010098,0.010098,0.000000,

0.012118,0.012118,0.012118,0.012118,0.012118,0.012118,0.012118,0.012118,0.012118,0.012118,0.000000,

0.014137,0.014137,0.014137,0.014137,0.014137,0.014137,0.014137,0.014137,0.014137,0.014137,0.000000,

0.016156,0.016156,0.016156,0.016156,0.016156,0.016156,0.016156,0.016156,0.016156,0.016156,0.000000,

0.018176,0.018176,0.018176,0.018176,0.018176,0.018176,0.018176,0.018176,0.018176,0.018176,0.000000,

0.020195,0.020195,0.020195,0.020195,0.020195,0.020195,0.020195,0.020195,0.020195,0.020195,0.000000,

0.022215,0.022215,0.022215,0.022215,0.022215,0.022215,0.022215,0.022215,0.022215,0.022215,0.000000,

0.024234,0.024234,0.024234,0.024234,0.024234,0.024234,0.024234,0.024234,0.024234,0.024234,0.000000,

0.026253,0.026253,0.026253,0.026253,0.026253,0.026253,0.026253,0.026253,0.026253,0.026253,0.000000,

0.028272,0.028272,0.028272,0.028272,0.028272,0.028272,0.028272,0.028272,0.028272,0.028272,0.000000,

0.030291,0.030291,0.030291,0.030291,0.030291,0.030291,0.030291,0.030291,0.030291,0.030291,0.000000,

0.032310,0.032310,0.032310,0.032310,0.032310,0.032310,0.032310,0.032310,0.032310,0.032310,0.000000,

0.034329,0.034329,0.034329,0.034329,0.034329,0.034329,0.034329,0.034329,0.034329,0.034329,0.000000,

0.036348,0.036348,0.036348,0.036348,0.036348,0.036348,0.036348,0.036348,0.036348,0.036348,0.000000,

0.038367,0.038367,0.038367,0.038367,0.038367,0.038367,0.038367,0.038367,0.038367,0.038367,0.000000,

0.040386,0.040386,0.040386,0.040386,0.040386,0.040386,0.040386,0.040386,0.040386,0.040386,0.000000,

0.042405,0.042405,0.042405,0.042405,0.042405,0.042405,0.042405,0.042405,0.042405,0.042405,0.000000,

0.044424,0.044424,0.044424,0.044424,0.044424,0.044424,0.044424,0.044424,0.044424,0.044424,0.000000,

0.046443,0.046443,0.046443,0.046443,0.046443,0.046443,0.046443,0.046443,0.046443,0.046443,0.000000,

0.048462,0.048462,0.048462,0.048462,0.048462,0.048462,0.048462,0.048462,0.048462,0.048462,0.000000,

0.050480,0.050480,0.050480,0.050480,0.050480,0.050480,0.050480,0.050480,0.050480,0.050480,0.000000,

0.052499,0.052499,0.052499,0.052499,0.052499,0.052499,0.052499,0.052499,0.052499,0.052499,0.000000,

0.054518,0.054518,0.054518,0.054518,0.054518,0.054518,0.054518,0.054518,0.054518,0.054518,0.000000,

0.056536,0.056536,0.056536,0.056536,0.056536,0.056536,0.056536,0.056536,0.056536,0.056536,0.000000,

0.058555,0.058555,0.058555,0.058555,0.058555,0.058555,0.058555,0.058555,0.058555,0.058555,0.000000,

0.060573,0.060573,0.060573,0.060573,0.060573,0.060573,0.060573,0.060573,0.060573,0.060573,0.000000,

0.062592,0.062592,0.062592,0.062592,0.062592,0.062592,0.062592,0.062592,0.062592,0.062592,0.000000,

0.064610,0.064610,0.064610,0.064610,0.064610,0.064610,0.064610,0.064610,0.064610,0.064610,0.000000,

0.066629,0.066629,0.066629,0.066629,0.066629,0.066629,0.066629,0.066629,0.066629,0.066629,0.000000,

0.068647,0.068647,0.068647,0.068647,0.068647,0.068647,0.068647,0.068647,0.068647,0.068647,0.000000,

0.070665,0.070665,0.070665,0.070665,0.070665,0.070665,0.070665,0.070665,0.070665,0.070665,0.000000,

0.072684,0.072684,0.072684,0.072684,0.072684,0.072684,0.072684,0.072684,0.072684,0.072684,0.000000,

0.074702,0.074702,0.074702,0.074702,0.074702,0.074702,0.074702,0.074702,0.074702,0.074702,0.000000,

0.076720,0.076720,0.076720,0.076720,0.076720,0.076720,0.076720,0.076720,0.076720,0.076720,0.000000,

0.078738,0.078738,0.078738,0.078738,0.078738,0.078738,0.078738,0.078738,0.078738,0.078738,0.000000,

0.080756,0.080756,0.080756,0.080756,0.080756,0.080756,0.080756,0.080756,0.080756,0.080756,0.000000,

