0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,

0.000000,0.046364,0.046364,0.046364,0.046364,0.046364,0.046364,0.046364,0.046364,0.046364,0.000000,

0.000000,0.092750,0.092750,0.092750,0.092750,0.092750,0.092750,0.092750,0.092750,0.092750,0.000000,

0.000000,0.139157,0.139157,0.139157,0.139157,0.139157,0.139157,0.139157,0.139157,0.139157,0.000000,

0.000000,0.185586,0.185586,0.185586,0.185586,0.185586,0.185586,0.185586,0.185586,0.185586,0.000000,

0.000000,0.232036,0.232036,0.232036,0.232036,0.232036,0.232036,0.232036,0.232036,0.232036,0.000000,

0.000000,0.278508,0.278508,0.278508,0.278508,0.278508,0.278508,0.278508,0.278508,0.278508,0.000000,

0.000000,0.325001,0.325001,0.325001,0.325001,0.325001,0.325001,0.325001,0.325001,0.325001,0.000000,

0.000000,0.371516,0.371516,0.371516,0.371516,0.371516,0.371516,0.371516,0.371516,0.371516,0.000000,

0.000000,0.418052,0.418052,0.418052,0.418052,0.418052,0.418052,0.418052,0.418052,0.418052,0.000000,

0.000000,0.464610,0.464610,0.464610,0.464610,0.464610,0.464610,0.464610,0.464610,0.464610,0.000000,

0.000000,0.511190,0.511190,0.511190,0.511190,0.511190,0.511190,0.511190,0.511190,0.511190,0.000000,

0.000000,0.557791,0.557791,0.557791,0.557791,0.557791,0.557791,0.557791,0.557791,0.557791,0.000000,

0.000000,0.604413,0.604413,0.604413,0.604413,0.604413,0.604413,0.604413,0.604413,0.604413,0.000000,

0.000000,0.651058,0.651058,0.651058,0.651058,0.651058,0.651058,0.651058,0.651058,0.651058,0.000000,

0.000000,0.697724,0.697724,0.697724,0.697724,0.697724,0.697724,0.697724,0.697724,0.697724,0.000000,

0.000000,0.744412,0.744412,0.744412,0.744412,0.744412,0.744412,0.744412,0.744412,0.744412,0.000000,

0.000000,0.791121,0.791121,0.791121,0.791121,0.791121,0.791121,0.791121,0.791121,0.791121,0.000000,

0.000000,0.837852,0.837852,0.837852,0.837852,0.837852,0.837852,0.837852,0.837852,0.837852,0.000000,

0.000000,0.884604,0.884604,0.884604,0.884604,0.884604,0.884604,0.884604,0.884604,0.884604,0.000000,

0.000000,0.931379,0.931379,0.931379,0.931379,0.931379,0.931379,0.931379,0.931379,0.931379,0.000000,

0.000000,0.978175,0.978175,0.978175,0.978175,0.978175,0.978175,0.978175,0.978175,0.978175,0.000000,

0.000000,1.024992,1.024992,1.024992,1.024992,1.024992,1.024992,1.024992,1.024992,1.024992,0.000000,

0.000000,1.071832,1.071832,1.071832,1.071832,1.071832,1.071832,1.071832,1.071832,1.071832,0.000000,

0.000000,1.118693,1.118693,1.118693,1.118693,1.118693,1.118693,1.118693,1.118693,1.118693,0.000000,

0.000000,1.165576,1.165576,1.165576,1.165576,1.165576,1.165576,1.165576,1.165576,1.165576,0.000000,

0.000000,1.212480,1.212480,1.212480,1.212480,1.212480,1.212480,1.212480,1.212480,1.212480,0.000000,

0.000000,1.259406,1.259406,1.259406,1.259406,1.259406,1.259406,1.259406,1.259406,1.259406,0.000000,

0.000000,1.306354,1.306354,1.306354,1.306354,1.306354,1.306354,1.306354,1.306354,1.306354,0.000000,

0.000000,1.353324,1.353324,1.353324,1.353324,1.353324,1.353324,1.353324,1.353324,1.353324,0.000000,

0.000000,1.400316,1.400316,1.400316,1.400316,1.400316,1.400316,1.400316,1.400316,1.400316,0.000000,

0.000000,1.447329,1.447329,1.447329,1.447329,1.447329,1.447329,1.447329,1.447329,1.447329,0.000000,

0.000000,1.494364,1.494364,1.494364,1.494364,1.494364,1.494364,1.494364,1.494364,1.494364,0.000000,

0.000000,1.541421,1.541421,1.541421,1.541421,1.541421,1.541421,1.541421,1.541421,1.541421,0.000000,

0.000000,1.588500,1.588500,1.588500,1.588500,1.588500,1.588500,1.588500,1.588500,1.588500,0.000000,

0.000000,1.635601,1.635601,1.635601,1.635601,1.635601,1.635601,1.635601,1.635601,1.635601,0.000000,

0.000000,1.682723,1.682723,1.682723,1.682723,1.682723,1.682723,1.682723,1.682723,1.682723,0.000000,

0.000000,1.729868,1.729868,1.729868,1.729868,1.729868,1.729868,1.729868,1.729868,1.729868,0.000000,

0.000000,1.777034,1.777034,1.777034,1.777034,1.777034,1.777034,1.777034,1.777034,1.777034,0.000000,

0.000000,1.824222,1.824222,1.824222,1.824222,1.824222,1.824222,1.824222,1.824222,1.824222,0.000000,

0.000000,1.871432,1.871432,1.871432,1.871432,1.871432,1.871432,1.871432,1.871432,1.871432,0.000000,

